part_number,manufacturer,family,description,component_type,target_file,verified_url
744052002,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744052002.pdf
7440520039,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7440520039.pdf
744052150,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744052150.pdf
744062100,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744062100.pdf
744766910,Wurth Elektronik,WE-GFH,WE-GFH High Frequency SMT Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744766910.pdf
7440430022,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7440430022.pdf
744053100,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744053100.pdf
744053150,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744053150.pdf
744053220,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744053220.pdf
74456268,Wurth Elektronik,WE-PD,WE-PD4 SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74456268.pdf
744053101,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744053101.pdf
744062101,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744062101.pdf
74479645,Wurth Elektronik,WE-MI,WE-MI SMT Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479645.pdf
744052470,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744052470.pdf
744030004,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744030004.pdf
744030006,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744030006.pdf
7447017,Wurth Elektronik,WE-FI,WE-FI Leaded Toroidal Line Choke,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447017.pdf
744043680,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744043680.pdf
744032470,Wurth Elektronik,WE-LQ,WE-LQ SMT Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744032470.pdf
7440650033,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7440650033.pdf
7440650047,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7440650047.pdf
744065100,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744065100.pdf
7440660062,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7440660062.pdf
744066220,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744066220.pdf
744065560,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744065560.pdf
744065820,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744065820.pdf
744065680,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744065680.pdf
744028003,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744028003.pdf
74402800047,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74402800047.pdf
74402800082,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74402800082.pdf
74402900047,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74402900047.pdf
74402900082,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74402900082.pdf
768772102,Wurth Elektronik,WE-TI,WE-TI HV Radial Leaded Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768772102.pdf
76877530,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/76877530.pdf
768775312,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768775312.pdf
768775322,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768775322.pdf
76877630,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/76877630.pdf
768776312,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768776312.pdf
768776322,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768776322.pdf
74402500030,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74402500030.pdf
768772331,Wurth Elektronik,WE-TI,WE-TI HV Radial Leaded Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768772331.pdf
74402500047,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74402500047.pdf
74402500072,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74402500072.pdf
744025001,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025001.pdf
744025002,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025002.pdf
744025003,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025003.pdf
744025004,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025004.pdf
744025006,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025006.pdf
744025100,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025100.pdf
744025150,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025150.pdf
744025220,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025220.pdf
7447471220,Wurth Elektronik,WE-TI,WE-TIS Shielded Radial Leaded Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447471220.pdf
784773047,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784773047.pdf
784773118,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784773118.pdf
784773133,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784773133.pdf
784773156,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784773156.pdf
78477410,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78477410.pdf
784774122,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784774122.pdf
784774215,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784774215.pdf
784774222,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784774222.pdf
784775122,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784775122.pdf
784775168,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784775168.pdf
784775247,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784775247.pdf
784776047,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784776047.pdf
784776056,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784776056.pdf
784776068,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784776068.pdf
784776082,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784776082.pdf
78477610,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78477610.pdf
78477620,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78477620.pdf
784776222,Wurth Elektronik,WE-PD,WE-PD2A SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784776222.pdf
768772221,Wurth Elektronik,WE-TI,WE-TI HV Radial Leaded Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768772221.pdf
768772471,Wurth Elektronik,WE-TI,WE-TI HV Radial Leaded Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768772471.pdf
768772681,Wurth Elektronik,WE-TI,WE-TI HV Radial Leaded Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768772681.pdf
768772821,Wurth Elektronik,WE-TI,WE-TI HV Radial Leaded Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768772821.pdf
768775256,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768775256.pdf
768775268,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768775268.pdf
768775282,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768775282.pdf
744028000056,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744028000056.pdf
74402800015,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74402800015.pdf
744029000068,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744029000068.pdf
74402900016,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74402900016.pdf
744025270,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025270.pdf
744025330,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744025330.pdf
74479774210,Wurth Elektronik,WE-PMI,WE-PMI Power Multilayer Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74479774210.pdf
74488540250,Wurth Elektronik,WE-EHPI,WE-EHPI Energy Harvesting Coupled Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74488540250.pdf
74488540120,Wurth Elektronik,WE-EHPI,WE-EHPI Energy Harvesting Coupled Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74488540120.pdf
74488540070,Wurth Elektronik,WE-EHPI,WE-EHPI Energy Harvesting Coupled Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/74488540070.pdf
7447471331,Wurth Elektronik,WE-TI,WE-TIS Shielded Radial Leaded Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447471331.pdf
7447471102,Wurth Elektronik,WE-TI,WE-TIS Shielded Radial Leaded Wire Wound Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447471102.pdf
744043270,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744043270.pdf
744043390,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744043390.pdf
744043331,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744043331.pdf
744043561,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744043561.pdf
744043102,Wurth Elektronik,WE-TPC,WE-TPC SMT Shielded Tiny Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/744043102.pdf
768774268,Wurth Elektronik,WE-PD,WE-PD2 HV SMT Power Inductor (High Voltage),magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/768774268.pdf
7447211101,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211101.pdf
7447211221,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211221.pdf
7447211331,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211331.pdf
7447211471,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211471.pdf
7447211681,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211681.pdf
7447211102,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211102.pdf
7447211222,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211222.pdf
7447211332,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211332.pdf
7447211472,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211472.pdf
7447211682,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211682.pdf
7447211103,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447211103.pdf
7447221101,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221101.pdf
7447221221,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221221.pdf
7447221331,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221331.pdf
7447221471,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221471.pdf
7447221681,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221681.pdf
7447221102,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221102.pdf
7447221222,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221222.pdf
7447221332,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221332.pdf
7447221472,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221472.pdf
7447221682,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221682.pdf
7447221103,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447221103.pdf
7447231101,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231101.pdf
7447231221,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231221.pdf
7447231331,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231331.pdf
7447231471,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231471.pdf
7447231681,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231681.pdf
7447231102,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231102.pdf
7447231222,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231222.pdf
7447231332,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231332.pdf
7447231472,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231472.pdf
7447231682,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231682.pdf
7447231103,Wurth Elektronik,WE-TI,WE-TIF Radial Leaded Wire Wound Inductor 4 Pins,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/7447231103.pdf
784383210047,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383210047.pdf
78438321010,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438321010.pdf
784383220047,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383220047.pdf
78438322010,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438322010.pdf
78438322022,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438322022.pdf
784383230033,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383230033.pdf
784383230047,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383230047.pdf
784383230068,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383230068.pdf
784383230082,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383230082.pdf
78438323010,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438323010.pdf
78438323012,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438323012.pdf
78438323015,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438323015.pdf
78438323022,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438323022.pdf
78438323033,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438323033.pdf
78438323047,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438323047.pdf
78438323068,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438323068.pdf
78438323082,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438323082.pdf
78438323100,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438323100.pdf
78438333022,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438333022.pdf
78438333033,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438333033.pdf
78438333047,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438333047.pdf
784383340033,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383340033.pdf
784383340047,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383340047.pdf
784383340056,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383340056.pdf
784383340068,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/784383340068.pdf
78438334010,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438334010.pdf
78438334012,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438334012.pdf
78438334015,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438334015.pdf
78438334022,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438334022.pdf
78438334033,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438334033.pdf
78438334047,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438334047.pdf
78438334056,Wurth Elektronik,WE-MAIA,WE-MAIA SMT Power Inductor,magnetic,magnetics.ndjson,https://www.we-online.com/components/products/datasheet/78438334056.pdf
